id;date_scraped;keyword_scraped;location_scraped;linkedin_num;company;title;num_applicants;date_posted;level;employment_type;function;industries;description
3744796594;2023-10-27 16:55:16.601343;;Denmark;23;Monta;Demand Generation Marketer;88 applicants;;Mid-Senior level;Full-time;Marketing;Technology, Information and Internet;"Monta is the operating platform powering the EV ecosystem serving drivers, companies, cities, and the electricity grid with one integrated software solution. We're building the future of EV charging, come join us aboard the rocketship! 🚀We seek a highly motivated and strategic Demand Generation Marketing Manager to join our Growth Team within the Marketing Department. In this role, you will be responsible for developing and executing demand-generation strategies on various paid channels to drive interest and demand for Monta's cutting-edge EV charging solutions.Key Responsibilities:Develop and execute comprehensive demand generation strategies to attract and engage potential customers in the EV charging sectorCreate and manage multi-channel marketing campaigns, with a focus on paid advertising, but also including email marketing and content marketing to drive brand awareness, and product positioning, and ultimately drive qualified interest in MontaCollaborate closely with cross-functional teams, including Brand, PR, Markets, Product Marketing, Sales, and Content, to ensure alignment and integration of effortsMonitor and analyze key performance indicators to track the effectiveness of demand generation campaigns and optimize strategies for maximum impactIdentify and prioritize target audiences and segments for personalized marketing effortsManage the budget allocated to demand generation activities, allocating resources effectively for optimal resultsContinuously test and optimize marketing strategies, messages, and channels to improve campaign performance and lead qualityRequirements3-5+ years of experience managing various paid and organic marketing channels in B2B SaaS, with LinkedIn Ads being a plusData-driven mindset with the ability to analyze and interpret marketing metrics to drive decision-makingExcellent communication and collaboration skills, with a track record of working effectively in cross-functional teamsCreative and strategic thinker with the ability to develop innovative marketing campaignsProficiency in project management and budget managementExperience with EV charging or related industries is a plusBenefitsMonta can offer you...Flexible work hoursShared Company car + electric bikes!Gym membershipFree snacks & beveragesSubsidized plant-based lunchLots of Growth opportunities in a fast-growing environmentOccasional company-wide and team events - both in-person and virtuallyLearning & development opportunitiesYearly education budgetWarrant programPension + Health insuranceLife at MontaAt Monta, we encourage you to come as you are. To ensure an inclusive product that serves a diverse user group, we need to be a diverse force behind it. We are a company dedicated to revolutionising the EV industry, thus aspiring to change the world for the better. Furthermore, Monta is committed to our sustainability efforts with several green initiatives such as offering our employees a plant-based-only lunch among many other things.Why EV less when you can #EVbetterKindly submit your application in English


        Show more

        


        Show less"
3744811227;2023-10-27 16:55:16.845791;;Denmark;24;;;;;;;;;
3712729549;2023-10-27 16:56:02.316899;;Denmark;0;Parfums Christian Dior;VISUAL MERCHANDISER - Internship;;1 day ago;Entry level;Full-time;Distribution and Product Management;Personal Care Product Manufacturing;"PositionTHE CONTEXT ________Since 1947, the men and women of Parfums Christian Dior have embodied the founding ""couturier-perfumer's"" unique spirit of excellence, creativity and expertise, both in France and throughout the world. Our House is an open and highly-focused collective, a leader that thriveson the creativity of all its stakeholders. Our collective passion and our heritage, full of authenticity and dream, make us move forward and reinvent ourselves.By revolutionizing the codes of French style and luxury through perfumes, and combining tradition with daring makeup and innovative skincare, we are reinventing every day the Dior style and its compelling, joyful and absolute beauty. Our stimulating missions give our employees the opportunity to develop new skills, overcome spectacular challenges and reveal their talent.To go further, with Dior.YOUR IMPACT ___________You will work within the Nordic Visual Merchandising Organization and report to the Visual Merchandiser. You will be part of our team collaborating closely with our Commercial, Customer Service and Marketing Department. This internship will be based in Copenhagen, Denmark.Start : January 2024 YOUR MISSION ____________Your Main Responsibilities Will BeUnderstanding customer behavior and experienceAssist in the planning and execution of the Dior Visual identityEnsure that the presentation of the products is in line with the brand identityMaximize business opportunities by always keeping the customer’s perspective in mindBrief and negotiate with suppliers on small productionProfileWHO YOU ARE _________Bachelor or Master StudentFluent in English (Danish is a plus)Significant knowledge of Microsoft Office (particularly Excel and PowerPoint)Knowledge of Photoshop is a plusAutonomous and responsibleStructured and OrganizedProactive and FlexibleExcellent in Communication skillsPrior knowledge on planogramsInterest in design


        Show more

        


        Show less"
3664572265;2023-10-27 16:56:02.690142;;Denmark;1;Risika;We would love to get to know you;174 applicants;3 months ago;Not Applicable;Full-time;Other;Financial Services;"Let’s start with an easy question: Did you end up here, because you didn’t find an open role, where you think your competencies fit in? Yes? Okay cool, we’re up to a pretty good start here. Let’s continue then. Do you think you have a lot to offer that just wasn’t mentioned in any of our current job ads? All right. Last but not least, do you think we’ll be missing out on something if we don’t hear from you? YES? Well, so do we!The cool thing is when working in Risika you are not expected to fit in. We expect you to contribute with whatever you do the best. Please let us know what that is as we will love to hear from you.Go ahead and tell us what gives you the thrills when it comes to work and how this can contribute in a way where we did not see what just hit us.We can’t wait to get to know you!
      

        Show more

        


        Show less"
3701420292;2023-10-27 16:56:02.969537;;Denmark;2;Ryanair - Europe's Favourite Airline;Ryanair Cabin Crew - Copenhagen;;2 months ago;Entry level;Full-time;Management and Manufacturing;Technology, Information and Internet;"Would you like to be part of the Ryanair Groups amazing cabin crew family of 14k+ crew? If you are customer oriented, love delivering a great service & want fast track career opportunities, we would be delighted to hear from you! No experience required, just bags of enthusiasm & team spirit! As Europe’s largest airline carrying over 580k guests on over 3,300 daily flights, we are looking for the next generation of cabin crew to join us at our brand new Copenhagen base. Flying on board Ryanair Group aircraft there are some amazing perks, including; discounted staff travel to over 230+ destinations across the Ryanair network, a fixed 5/3 roster pattern, free training & industry leading pay.Your journey to becoming a qualified Cabin Crew member will start on a 6 Week training course where you will learn all of the fundamental skills that you will require as part of your day to day role delivering a top class safety & customer service experience to our guests. During the course you will be required to study with exams taking place at regular intervals, the training culminates with Supernumerary flights, followed by your Cabin Crew Wings.As a member of the Ryanair Group cabin crew family, you will be immersed into our culture from day one, the career opportunities are endless including becoming a number 1, base supervisor, European Base Manager, Regional Manager or why not aspire to becoming our Director of Inflight?Life as Cabin Crew is fun & rewarding, it is however a demanding position where safety is our number 1 priority. You will be required to operate both early & late shifts & report for duty as early as 5am in the morning on the early roster & not return home until midnight on the afternoon roster. If you are not a morning person, then think twice before applying!RequirementsBags of enthusiasmA customer service-oriented background, ie previous experience working in a bar, restaurant, shop etcHold the unrestricted right to live and work in the EU and travel freely throughout the Ryanair NetworkYou must be approximately between 5 ""2 (157 cm) and 6"" 2 (188 cm) in heightYou must be able to swim 25 meters unaidedIt helps if you are hardworking, flexible and have an outgoing and friendly personalityAdaptable and happy to work a shift rosterEnjoy dealing with the public and have the ability to provide excellent customer service with a 'can do' attitudeComfortable speaking and writing in English with easeA passion for travelling and meeting new peopleBenefitsFree Internationally recognised Cabin Crew Training CourseDaily per Diem whilst training - €28 per dayUncapped Sales bonusUnlimited highly discounted Staff TravelFixed 5 days on / 3 days off roster patternThe adventure and experience of a lifetime within our Cabin Crew networkExplore new cultures and cities with colleagues on your days offFree Uniform in Year 1 and annual allowance afterwardsSecurity of working for a financially stable Airline


        Show more

        


        Show less"
3741371669;2023-10-27 16:56:03.532071;;Denmark;3;s360;Digital Marketing Intern, s360;;4 weeks ago;Not Applicable;Other;Marketing and Sales;Advertising Services;"s360 er et prisvindende Performance Marketingbureau med 250 højt specialiserede medarbejdere på tværs af otte kontorer i Norden og Holland. Vi er specialiseret i at skabe datadrevne marketingstrategier for ambitiøse virksomheder såsom Kia, BAUHAUS og Sephora.Vores medarbejdere vurderer vores kultur 4,4 ud af 5!Du bliver en del af en virksomhed, der brænder for at være de bedste til det, vi laver. Vi er stolte af vores kultur, som kendetegnes af et stærkt socialt fællesskab og høj faglighed - eller som Cecilie Amorsen, tidligere Intern og nu Student Assistant i Content, siger det: “Hos s360 er du ikke blot praktikant, men en aktiv del af teamet, der deltager i udførelsen af reelle kundeopgaver. Praktikken indebærer en enormt mængde spændende, aktuel viden og giver en mulighed for at udvikle relevante færdigheder inden for den digitale marketingsbranche. Alle er meget imødekommende, og der er stor forståelse og fleksibilitet med hensyn til opgaver uden for praktikken.” Når du er en del af s360, kan du deltage i alle vores sociale arrangementer, hvilket kan være alt lige fra padeltennis og fredagsbarer til hemmelige pop-up events. Lyder det som noget for dig? Så har du i foråret 2024 muligheden for at blive intern i ét af følgende teams: Paid Search-teamet arbejder med betalt annoncering på søgemaskiner, primært Google, for at optimere afkastet på kunders medieinvesteringer. I dette team vil du b.la. komme til at arbejde med: Opsætning af digitale kampagner og annoncer for virksomheder i flere forskellige brancherDaglig optimering og vedligehold af kunders konti Rapportering på konverteringer, adfærd og markedsudvikling i platforme som Google AnalyticsUdvikling og sparring med kunder omkring deres strategier i forbindelse med den betalte del af GoogleSEO-teamet arbejder på at forbedre synligheden og placeringen af vores kunders websites i søgemaskinernes resultatsider med det formål at øge mængden og kvaliteten af trafik til websitet. I dette team vil du b.la. komme til at arbejde med: Planlægning af SEO-strategier for at øge kunders synlighed onlineKeyword research og content mappingImplementering og løbende kvalitetstjek af onsite ændringer Tekniske analyser med henblik på at sikre optimal crawling og indeksering af hjemmesider hos de største søgemaskinerUdvikling af indsigtsrige SEO-analyser og strategiske udviklingsmulighederDet praktiske om digDu er en af dem, dine medstuderende betegner som ambitiøs, og så ønsker du at sætte dit præg på et af Nordens mest ambitiøse digitale marketingbureauer. Derudover er du:I gang med en relevant videregående uddannelseFlydende i mundtlig og skriftlig dansk samt behersker engelsk på højt niveauNede på jorden og ser stor værdi i samarbejdeDet praktiske om dit internshipOpstart er den 15. januar 2024Ulønnet fuldtidsstilling på 37 timer - men vi tilbyder lækker frokost samt te, kaffe og frugt ad libitum Sidste år ansatte vi over 50% af vores interns efter endt internship, så den mulighed er der også for dig!Ansøgningsfrist er den 5. november 2023Har du spørgsmål, er du velkommen til at kontakte Talent Acquisition Specialist Cecillie Meilby Lyngstrand på +45 29 21 12 91 eller cml@s360digital.com. Vi glæder os til at høre fra dig!


        Show more

        


        Show less"
3664534049;2023-10-27 16:56:03.858462;;Denmark;4;Stena AB;Junior Engineers;171 applicants;3 months ago;Entry level;Full-time;Engineering and Information Technology;Maritime;"On behalf of Stena RoRo, Stena Rederi A/S is looking for Junior Engineers for our diverse fleet of RoRo, Ropax and accommodation vessels.Who are you?We are looking for reliable, flexible and responsible Junior Engineers, who are able to provide our customers and key stakeholders with a high level of service and performance in line with Stena standards. We expect the right candidates to have a passion for what you do, and the willingness to develop in the role.Holding a UK Workpermit and STCW III/I certificate or above is a must. You must also be living in Europe.What we offer:For the right candidate we are able to offer a challenging job, with future career opportunities, as well as the possibility to make an impact on our technical operation.The Junior Engineer’s responsibilities will include, but not be limited to:Maintenance / Planned Maintenance SystemStores / spare gearMaintenance of the Engine Room Log Book and any other records as may be requiredMaintenance of specified items of equipmentPublications - technical information library and engineering drawingsReports to the second engineer on routine operational and administrative mattersAbout Stena RoRo:Stena RoRo is one of the leading innovators of the roll on/roll off cargo and passenger concepts. They offer RoRo and RoPax vessels with associated services.About Stena Marine Management:As a subsidiary to Stena Rederi, Stena Marine Management handles ship management solutions for RoRo, RoPax and PCT tonnage. The ISO certified affiliate is part of the Stena Sphere and committed to work with employees, the environment, quality and safety.
      

        Show more

        


        Show less"
3576920179;2023-10-27 16:56:04.329249;;Denmark;5;Mercedes-Benz Danmark;Uopfordret ansøgning Mercedes-Benz CPH;183 applicants;7 months ago;Not Applicable;Full-time;Other;Motor Vehicle Manufacturing, Wholesale, and Financial Services;"Finding new routes beyond roads. That’s us.We are one of the world’s most successful automotive companies. With its divisions Mercedes-Benz Cars, Mercedes-Benz Vans and Mercedes-Benz Financial Services, the Mercedes-Benz Group is one of the biggest producers of premium cars and the world’s biggest manufacturer of commercial vehicles with a global reach. Mercedes-Benz Financial Services provides financing, leasing, fleet management, insurance and innovative mobility services.
      

        Show more

        


        Show less"
3744796238;2023-10-27 16:56:05.084161;;Denmark;7;Eupry;Packing Assistant;145 applicants;6 days ago;Associate;Part-time;Management and Manufacturing;Technology, Information and Internet;"Would you like to join a growing start-up in the life science industry? Here is your chance. Eupry is looking for a part-time Packing Assistant to help us send out products in a quick and efficient manner.This is an opportunity to be a part of a growing team in a highly relevant field - so make sure to apply today!What does a Packing Assistant do? As a Packing Assistant in the life science industry, you will be responsible for performing a variety of tasks related to the packaging and shipping of products in our laboratory or manufacturing environment. As a part of this, you will have the opportunity to streamline our packaging process.In this role your primary areas of responsibility will be:Packing and sealing products for shipment according to established proceduresUsing labeling and tracking systems to accurately identify and track packagesMaintaining accurate inventory records and conducting regular inventory checksAbout YouWe imagine you have an interest in logistics or operations and an interest in production or life sciences. Furthermore, you are our ideal candidate if you recognize yourself in some of the points below:Great attention to detail and strong organizational skills will also be important in this roleProactive and service-minded attitudeExperience in a similar role is an advantageAbility to work independently and on-siteAbout The TeamEupry's team consists of over 20 nationalities, all working together on a mission to create user-friendly storage compliance solutions that will significantly improve the way our medicine, food, and other sensitive goods are stored and transported.As a member of the Operations team, you will be reporting to our Logistics Manager. Read more below about what your team members have to say about their experience at Eupry!“Since joining Eupry's journey, I'm happy to have witnessed the value and focus of personal growth, teamwork, innovation, and curiosity and I am excited to be a part of Eupry's adventure.”Adam Roelsgaard Fischer, Production Assistant at Eupry""I joined Eupry back in October and I couldn't be happier with my decision to be a part of the team. Coming into the role of Customer Support Assistant, I found it inspiring to work with people from all across the world. I was happy to find that Eupry embodies a diverse and multicultural environment where I can use my skills and continue to grow."" Kikki Skjødt-Nielsen, Customer Support Assistant at EupryWhy join Eupry?Currently collaborating with companies like Carlsberg, Arla, Novozymes, and AstraZeneca, Eupry is trusted by industry leaders across Europe to deliver the easiest way to monitor storage temperature and humidity. Our ""Compliance as a Service"" solution takes the whole process into the IoT area, disrupting an industry usually dominated by traditional legacy products.We have a history of supporting the professional development of our team members and creating an engaging environment for all of our people to thrive. This means that we will help you face challenges, empower you to become independent, as well as make sure we celebrate your wins!Have we sparked your interest?Keep in mind our job openings don't have specific application deadlines and we conduct interviews on an ongoing basis. So, submit your resume today!
      

        Show more

        


        Show less"
3676512433;2023-10-27 16:56:05.451349;;Denmark;8;Orbex;Hardware Technician;164 applicants;3 months ago;Mid-Senior level;Full-time;Information Technology;Internet Publishing;"Orbex are currently seeking an experienced electronics hardware technician with installation and maintenance experience, to work on the development, construction and support of test facilities for Orbex Prime rocket engine components. Part of this work is outdoor at our test site in Faxe.You will have practical electronics work experience, skilled with soldering, tools and measurement equipment. You will be required to work independently, take responsibility, and communicate with colleagues in both Denmark and Scotland.OrbexOrbex is a leading micro-launch company with our Prime vehicle being prepared to launch from our home spaceport, Space Hub Sutherland. We are well placed to be one of the first operational micro-launch companies in Europe with over €85m of project financing secured, a number of customers signed up, our launch licence application submitted, and backing from organisations including UKSA and ESA.We are a rapidly growing company with staff located between our production and test facilities in Forres, Scotland and Copenhagen, Denmark. Working on cutting-edge advances in rocket fuel technology, Prime’s carbon footprint is up to 96% lower than comparable vehicles, leading to innovations in propulsion and tank structures. A state-of-the-art re-flight system means we can recover and reuse our technology, and innovations in separation mechanisms mean we leave no debris in space.Having developed in-house production capability, we can 3D print complex engines, produce full-scale carbon composite fuel tanks, and have avionics and software testing labs in both Scotland and Denmark. Based in Forres, you will be right in the heart of this fast-paced cutting-edge company, gaining a unique insight into what it takes to build a new launch vehicle for a buoyant commercial market.Responsibilities will include:Configuration, assembly and operation of data acquisition and control system hardware. Installation and maintenance of instrumentation on the Faxe test site. Building aircraft-style wiring harnesses for sensors and valves. Light metal work for prototype and test setup construction. Supporting test activities at the Faxe test site for onsite troubleshooting. Sensor calibration, validation, and integration work. A mixture of theoretical electronics work and practical problem solving. Keeping project documentation updated. Helping design engineers develop practical test benches. Skills that will help you succeed in the role:Elektronikfagtekniker, Elektronikteknolog or a degree en electronic engineering. Practical experience with implementing electronic systems and equipment in rugged environments, possibly from a previous role as an Avionics, Electrical, ROV or field engineer or similar. 2 or more years of hands-on electronics construction and test experience. Professional soldering expertise. Flexible, multitasking-capable mindset. Detail-oriented and methodical working style. Programming experience is an advantage, particularly in Python. National Instruments / LabView experience is welcome. Written and verbal English skills. Danish category B driver’s license. Copenhagen Location:This role is based in Copenhagen at Orbex’s Danish propulsion engineering and manufacturing site with significant time expected at our test site in Faxe.You will be spending time both at the factory and our nearby rocket engine testing site, with occasional travel to our main factory, test and launch sites in Scotland.Copenhagen is one of Europe's most modern and aesthetically interesting cities. It is regarded as being one of the most livable cities in the world, with a strong reputation for being clean, green and sustainable.With a huge, active waterfront and a lively social scene, Copenhagen offers a wide range of social activities and leisure opportunities, all with a uniquely Scandinavian flair. Activities include cycling and sailing, and the centre of the city is famed for it's cultural highlights.SecurityYou must be a UK or European citizen, or from a country that is a signatory to the MTCR convention. You may be required to undergo security screening.BenefitsFor the right candidate we offer an excellent benefits package that includes:-Competitive salaryAn equity stake in the company so you will really benefit from your hard work.Relocation assistance which includes 1 month of initial accommodation in Copenhagen so you can explore this great city and financial support for relocation expenses.Powered by JazzHRJNKpMxs0At
      

        Show more

        


        Show less"
3728004252;2023-10-27 16:56:05.750321;;Denmark;9;Orbex;Test Site Technician;49 applicants;1 month ago;Mid-Senior level;Full-time;Engineering and Information Technology;Internet Publishing;"At Orbex we are looking for a Test Site Technician, to join our growing team in Copenhagen. With us, you will have the opportunity to support rocket engine and turbopump testing campaigns, production for propulsion systems and most of all, you will directly contribute to the maiden launch of Orbex Prime!It would be desirable that the applicant have a general mechanical flair, experience and knowledge with advanced pipe systems. You will be providing operational support to test campaigns and related production activities.The system is highly complex, and will require safety critical attention & documentation and we will provide you with comprehensive training to ensure your success.OrbexOrbex is a leading micro-launch company with our Prime vehicle being prepared to launch from our home spaceport, Space Hub Sutherland. We are well placed to be one of the first operational micro-launch companies in Europe with over €85m of project financing secured, a number of customers signed up, our launch licence application submitted, and backing from organisations including UKSA and ESA.We are a rapidly growing company with staff located between our production and test facilities in Forres, Scotland and Copenhagen, Denmark. Working on cutting-edge advances in rocket fuel technology, Prime’s carbon footprint is up to 96% lower than comparable vehicles, leading to innovations in propulsion and tank structures. A state-of-the-art re-flight system means we can recover and reuse our technology, and innovations in separation mechanisms mean we leave no debris in space.Having developed in-house production capability, we can 3D print complex engines, produce full-scale carbon composite fuel tanks, and have avionics and software testing labs in both Scotland and Denmark. Based in Forres, you will be right in the heart of this fast-paced cutting-edge company, gaining a unique insight into what it takes to build a new launch vehicle for a buoyant commercial market.The PositionThe position includes the following tasks and responsibilities:As Test Site Technician your duties will vary, proactively supporting the task at hand at our outdoor testing facility in Faxe. You will work closely with engineers and other technicians to support our propulsion tests and trials.You will complete complex work that will involve mechanical assembly, working with high pressure and cryogenic propellants, sensor integration and some electrical components. As such it is expected that you will have good experience in practical roles, working with tools and learning specialist systems. Implement and develop safe and accurate processes, supporting the production of technical documentation and ensuring safe and reliable testing campaigns. You will need to be good with following instructions to rigorous standards. Essential information:This role will require significant time working outdoors, regardless of weather.Desirable Skills:Truck license Hydraulics or cryogenics experienceGood with keeping control of tools, components lists & package listsPrior experience with Liquid Oxygen fluid systems or Cryogenic Propellants, materials compatibility and sealing technologyExperience in stainless steel TIG welding Experience with engines, fluid systems, mechanical or electrical systems would be beneficialExperience with high pressure systems and cryogenics would be beneficialExperience working in a Safety Critical environmentLocationThis role is based in Copenhagen at Orbex’s Danish propulsion engineering and manufacturing site as well as our test site in Faxe.You will be spending time both at the factory and our nearby rocket engine testing site, with occasional travel to our main factory, test and launch sites in Scotland.Copenhagen is one of Europe's most modern and aesthetically interesting cities. It is regarded as being one of the most liveable cities in the world, with a strong reputation for being clean, green and sustainable.With a huge, active waterfront and a lively social scene, Copenhagen offers a wide range of social activities and leisure opportunities, all with a uniquely Scandinavian flair. Activities include cycling and sailing, and the centre of the city is famed for its cultural highlights.PersonalityOrbex is a high-paced, startup culture where you will be encouraged to take assume responsibility for tasks and see them through.You will be focused, patient and have strong attention to detail.It is imperative that you take initiative, communicate openly and can collaborate with technical and non-technical team members. You must be able to thrive in an international, diverse and multicultural environment.SecurityYou must be a UK or European citizen or from a country that is a signatory to the MTCR convention.BenefitsFor the right candidate, we offer an excellent benefits package that includes:Competitive salary An equity stake in the company so you will really benefit from your hard work as the company grows and is successful. Our roles need to be on-site in Copenhagen due to the nature of the position, export controls and security, but we are happy to sponsor visas for you and your family and provide relocation assistance as required.Powered by JazzHRiYYrQmCL0G
      

        Show more

        


        Show less"
3613046264;2023-10-27 16:56:06.113282;;Denmark;10;INTELLISHORE;Unsolicited Applications;;5 months ago;Mid-Senior level;Full-time;Information Technology;Data Infrastructure and Analytics;"Are you our new colleague?Do you want to be part of an exciting journey where you will get plenty of responsibility and influence? Then you need to read on!We are looking for passionate and curious people who want to drive and execute projects within the field of digital transformation. Our portfolio of customers is diverse from the life science industry to the entertainment industry – and still expanding. No project is the same, and the energy is high. You will have a dynamic work week where you will be responsible for driving projects, setting the agenda for our customers, and playing a pivotal role in executing project deliveries. We are a small family that typically works in cross-functional teams supporting with different capabilities to create greater value for our clients.We are looking for strategic and technical wizards within the data and analytics sphere. If you are interested in working with us, don’t hesitate to send us an application. What do we offer?Intellishore has a flat hierarchy meaning that our Intellishorians will get the chance to take ownership of specific projects – both internal and external. You will experience a steep learning curve but with the great support of your fellow Intellishorians. We are a collective that believes in helping people and that working closely together across disciplines brings greater value than working in silos.And do not worry about whether you have too much or too little experience. We are always looking for new passionate people to join our family, and your title will be matched your level of seniority and expertise.Here is why Intellishore is a great place to work1 | Challenging projectsExciting and challenging consultant role in strategic and technical client projects2 | Entrepreneurial work environmentA dynamic and entrepreneurial environment with ambitious colleagues3 | InfluenceUnique opportunity to influence our journey with your areas of expertise4 | Strategic seminarsStrategic seminars (in previous years, we've been to England, South Africa, Japan, India, China, Iceland, and Germany)5 | Sustainable consultingA chance to build a sustainable consulting career with high levels of flexibility and many fantastic social events6 | Data & analyticsLearn about the exciting and fast-changing industry of data and all the surrounding aspectsApply nowIf you are interested in applying for this position, fill out the formula below. Applicants will be invited to interviews on a rolling basis.For more information, please reach out to David Andreasen Lyngh: dly@intellishore.dk / +45 28 59 42 76At the moment, we are only accepting applications from applicants inside of the EU or the Nordics.Who is Intellishore?Intellishore was founded in 2013 with the idea of providing clients with a seamless combination of strategic and technical support. Today, we are more than 60 skilled, entrepreneurial, and passionate employees from many different backgrounds; engineers, economists, marketers, and we even have a rhetorician (with a degree in economics, but still).We are Intellishorians; a family, a unique collective of passionate professionals who have jumped at the chance to be part of a larger journey.
      

        Show more

        


        Show less"
3738080536;2023-10-27 16:56:06.467217;;Denmark;11;TwentyThree;Client Director, Global;57 applicants;2 weeks ago;Director;Full-time;Sales and Business Development;Technology, Information and Internet;"TwentyThree is seeking a highly motivated and experienced Global Client Director to join our team in Denmark. As the Client Director, you will play a key role in building and maintaining relationships with our clients while driving growth and revenue for our organization. This is an exciting opportunity to be part of a fast-growing SaaS company.At TwentyThree, we are committed to providing our clients with outstanding tools and support, and as the Client Director, you will be at the forefront of delivering exceptional service. You will be responsible for understanding our clients' needs and goals and effectively communicating the value and benefits of our products. You will also collaborate closely with our internal teams to ensure client satisfaction and success.As a Client Director, you will join an innovative and dynamic team that values creativity, collaboration, and continuous improvement. With over 1 million videos on our platform and more than even more plays, we are scaling quickly and need talented individuals who can contribute to our growth.To learn more about TwentyThree and all the exciting things we're working on, please visit our website at https://www.twentythree.net/.ResponsibilitiesManage and cultivate relationships with key clients on a global scaleDevelop a deep understanding of each client's business goals and objectivesCollaborate with internal teams to develop and execute strategic account plansIdentify opportunities for upselling and cross-selling to drive revenue growthAct as the primary point of contact for clients, addressing any questions or concernsEnsure client satisfaction by delivering exceptional service and supportStay up to date with industry trends and best practices to provide valuable insights to clientsRequirementsProven experience as a Client Director/Key Account or similar role in SaaSProven track record of driving revenue growth and exceeding sales targetsExperience in driving revenue growth through upselling and cross-sellingStrong communication and negotiation skillsKnowledge of the SaaS industry and digital marketing strategiesAbility to travel internationally as requiredBeing proficient in EnglishBenefitsYou’ll become a part of an involving, vibrant startup culture on a mission as global challengers in the video marketing space, where your efforts will play a central role in achieving the overall growth ambitions of the company. The role entailsA competitive base salaryAn attractive commission modelA phone and a laptopLunch (at a small cost) + coffee and Monday breakfasts are being paid forAn annual retreat to a sustainable location


        Show more

        


        Show less"
